"","date","route","time","day","location","incident","min_delay","min_gap","direction","vehicle"
"1285",2021-01-15,320,03:17:00,"Friday","YONGE AND SHEPPARD (NO","General Delay",4,7,"S",8305
"1286",2021-01-15,300,03:26:00,"Friday","BLOOR AND ST GEORGE","Mechanical",17,34,"E",8008
"1287",2021-01-15,335,03:46:00,"Friday","JANE AND SHEPPARD","Mechanical",30,60,"S",3638
"1288",2021-01-15,945,04:45:00,"Friday","KENNEDY STATION","Operations (Operator)",22,44,"W",8000
"1289",2021-01-15,118,05:12:00,"Friday","ARROW DIVISION","Operations (Operator)",20,0,"E",3615
"1290",2021-01-15,189,05:38:00,"Friday","JANE AND ST CLAIR","Operations (Operator)",25,550,"E",7949
"1291",2021-01-15,97,05:45:00,"Friday","STEELES AND HILDA","Operations (Operator)",30,60,"N",8207
"1292",2021-01-15,131,05:59:00,"Friday","SCARBOROUGH TOWN CENTR","Mechanical",10,20,NA,1215
"1293",2021-01-15,56,06:28:00,"Friday","EGLINTON STATION","Collision (TTC)",15,30,NA,8364
"1294",2021-01-15,939,06:32:00,"Friday","FINCH STATION","Cleaning",8,16,"E",1209
"1295",2021-01-15,97,06:34:00,"Friday","YONGE AND GLENGROVE","Cleaning",30,60,"S",1301
"1296",2021-01-15,105,06:53:00,"Friday","DUFFERIN AND FINCH","Mechanical",11,22,"S",8217
"1297",2021-01-15,79,07:05:00,"Friday","RUNNYMEDE STATION","Mechanical",8,16,"N",1413
"1298",2021-01-15,89,07:08:00,"Friday","WESTON AND ROGERS","Mechanical",6,12,"N",9147
"1299",2021-01-15,21,07:12:00,"Friday","SCARBOROUGH CENTRE STA","Mechanical",10,20,"N",1292
"1300",2021-01-15,35,07:14:00,"Friday","PIONNER VILLAGE STATIO","Mechanical",10,20,"S",3195
"1301",2021-01-15,34,07:27:00,"Friday","EGLINTON STATION","Collision (TTC)",6,12,NA,8801
"1302",2021-01-15,92,07:36:00,"Friday","WOODBINE AND QUEEN","Collision (TTC)",8,16,"S",8522
"1303",2021-01-15,929,07:58:00,"Friday","WILSON STATION","Mechanical",8,17,"N",1254
"1304",2021-01-15,160,08:02:00,"Friday","WILSON STATION","Mechanical",20,40,"S",1275
"1305",2021-01-15,97,08:15:00,"Friday","DAVISVILLE STATION","Mechanical",30,60,"S",8323
"1306",2021-01-15,43,08:17:00,"Friday","KENNEDY AND SHROPSHIRE","Mechanical",5,10,"N",8659
"1307",2021-01-15,129,08:32:00,"Friday","COMMANDER AND MCCOWAN","Mechanical",12,18,"S",3459
"1308",2021-01-15,40,09:04:00,"Friday","KIPLING STATION","Operations (Operator)",20,40,"E",8056
"1309",2021-01-15,937,09:08:00,"Friday","ISLINGTON AND STEELES","Vision",14,28,"N",8437
"1310",2021-01-15,900,09:22:00,"Friday","KIPLING STATION","Mechanical",12,24,"N",8001
"1311",2021-01-15,123,09:26:00,"Friday","SHERWAY GARDENS GATE","Operations (Operator)",21,42,"N",8073
"1312",2021-01-15,35,09:40:00,"Friday","PIONEER VILLAGE STATIO","Mechanical",8,15,"S",3349
"1313",2021-01-15,133,09:45:00,"Friday","SCARBOROUGH CENTRE STA","Cleaning",11,22,"N",3520
"1314",2021-01-15,999,09:46:00,"Friday","WILSON DIVISION","Emergency Services",0,0,NA,0
"1315",2021-01-15,133,09:54:00,"Friday","MORNINGSIDE AND FINCH","Cleaning",11,22,"N",3569
"1316",2021-01-15,133,10:07:00,"Friday","SCARBOROUGH CENTRE STA","Cleaning",11,22,"N",0
"1317",2021-01-15,54,10:15:00,"Friday","LAWRENCE AND STARSPRAY","Mechanical",14,28,"W",8723
"1318",2021-01-15,59,10:41:00,"Friday","OAK AND WESTON","Cleaning",45,90,"W",3610
"1319",2021-01-15,101,10:48:00,"Friday","CHESSWOOD AND SHEPPARD","Mechanical",20,40,"W",3316
"1320",2021-01-15,133,10:51:00,"Friday","SCARBOROUGH CENTRE STA","Cleaning",11,22,"E",1322
"1321",2021-01-15,95,10:56:00,"Friday","ELLESMERE STATION","Cleaning",19,38,"E",3561
"1322",2021-01-15,995,10:58:00,"Friday","MARKHAM AND ELLESMERE","Cleaning",15,30,"E",1249
"1323",2021-01-15,133,11:00:00,"Friday","NEILSON AND CROWTRAIL","Cleaning",11,22,"N",3492
"1324",2021-01-15,78,11:00:00,"Friday","YORK MILLS STATION","Cleaning",30,60,"W",8395
"1325",2021-01-15,133,11:13:00,"Friday","SCARBOROUGH CENTRE STA","Cleaning",11,22,"N",3556
"1326",2021-01-15,75,11:13:00,"Friday","SHERBOURNE AND GERRARD","Collision (TTC)",5,10,"S",1319
"1327",2021-01-15,86,11:18:00,"Friday","EGLINTON AND KENNEDY (","Collision (TTC)",10,20,"W",8878
"1328",2021-01-15,122,11:46:00,"Friday","YORK MILLS STATION","Cleaning",17,34,"W",8307
"1329",2021-01-15,24,11:58:00,"Friday","VICTORIA PARK AND STEE","Mechanical",10,20,"N",8574
"1330",2021-01-15,70,12:00:00,"Friday","WARDEN STATION","Cleaning",22,44,"N",8650
"1331",2021-01-15,133,12:17:00,"Friday","MORNINGSIDE AND FINCH","Cleaning",11,22,"N",1226
"1332",2021-01-15,161,12:28:00,"Friday","JANE AND ALLIANCE","Vision",17,35,NA,1532
"1333",2021-01-15,995,12:28:00,"Friday","ELLESMERE AND MARKHAM","Cleaning",15,30,"E",1240
"1334",2021-01-15,999,12:28:00,"Friday","75 DOWLING AVE","Utilized Off Route",0,0,NA,8578
"1335",2021-01-15,95,12:31:00,"Friday","ELLESMERE STATION","Cleaning",18,39,"E",1679
"1336",2021-01-15,84,12:57:00,"Friday","SHEPPARD WEST STATION","Security",10,20,"N",3260
"1337",2021-01-15,939,13:05:00,"Friday","SCARBOROUGH CENTRE STA","Cleaning",9,18,"W",3411
"1338",2021-01-15,39,13:08:00,"Friday","SEWELLS AND LITTLES","Cleaning",16,32,"E",3478
"1339",2021-01-15,129,13:10:00,"Friday","SCARBOROUGH CENTRE STA","Mechanical",10,20,"N",1229
"1340",2021-01-15,63,13:24:00,"Friday","OAKWOOD LOOP","Mechanical",10,20,"S",8330
"1341",2021-01-15,902,13:25:00,"Friday","ST CLAIR AND KINGSTON","Mechanical",15,30,"N",8518
"1342",2021-01-15,85,13:34:00,"Friday","SHEPPARD AND MARKHAM","Security",20,40,"W",1247
"1343",2021-01-15,32,13:42:00,"Friday","PINE AND LAWRENCE","Mechanical",11,22,"E",1266
"1344",2021-01-15,189,13:45:00,"Friday","ST CLAIR AND JANE","Mechanical",25,50,"E",8053
"1345",2021-01-15,162,13:45:00,"Friday","DON MILLS AND DONWAY E","General Delay",970,100,"E",8312
"1346",2021-01-15,79,13:51:00,"Friday","RUNNYMEDE STATION","Mechanical",24,48,"N",1027
"1347",2021-01-15,939,14:04:00,"Friday","SCARBOROUGH CENTRE STA","Cleaning",9,18,"E",3535
"1348",2021-01-15,6,14:08:00,"Friday","DAVENPORT AND DUPONT","Collision (TTC)",17,34,"N",1033
"1349",2021-01-15,39,14:09:00,"Friday","NEILSON AND CROW TRAIL","Vision",16,32,"E",3420
"1350",2021-01-15,927,14:11:00,"Friday","HIGHWAY 27 AND QUEEN'S","Security",11,22,"S",3339
"1351",2021-01-15,59,14:25:00,"Friday","OAK AND WESTON","Cleaning",40,79,"E",3585
"1352",2021-01-15,86,14:27:00,"Friday","KENNEDY STATION","Operations (Operator)",20,40,"E",8909
"1353",2021-01-15,38,14:31:00,"Friday","SCARBOROUGH CENTRE STA","Security",12,24,"E",3562
"1354",2021-01-15,129,14:32:00,"Friday","SCARBOROUGH CENTRE STA","Mechanical",25,30,"N",1323
"1355",2021-01-15,122,14:33:00,"Friday","YORK MILLS STATION","Cleaning",17,34,"E",8332
"1356",2021-01-15,79,14:47:00,"Friday","PINE AND LAWRENCE","Vision",7,19,"S",1120
"1357",2021-01-15,168,14:56:00,"Friday","AVON LOOP","Mechanical",7,14,"S",1007
"1358",2021-01-15,11,15:42:00,"Friday","DAVISVILLE STATION","Cleaning",17,34,"N",8112
"1359",2021-01-15,105,16:19:00,"Friday","DUFFERIN AND STEELES","Vision",12,24,"S",8189
"1360",2021-01-15,34,16:23:00,"Friday","EGLINTON STATION","Cleaning",7,13,"E",8695
"1361",2021-01-15,118,16:30:00,"Friday","WILSON STATION","Mechanical",25,50,"W",3638
"1362",2021-01-15,60,16:36:00,"Friday","PIONEER VILLAGE STATIO","Cleaning",5,10,"W",3276
"1363",2021-01-15,110,17:02:00,"Friday","ISLINGTON STATION","Emergency Services",12,24,NA,8034
"1364",2021-01-15,36,17:16:00,"Friday","FINCH AND MARTIN GROVE","Emergency Services",6,12,"W",3584
"1365",2021-01-15,57,17:16:00,"Friday","KENNEDY STATION","Mechanical",9,18,"N",8644
"1366",2021-01-15,953,17:17:00,"Friday","MORNINGSIDE AND FINCH","Security",16,32,"W",9087
"1367",2021-01-15,36,17:27:00,"Friday","FINCH WEST STATION","Investigation",5,11,NA,3324
"1368",2021-01-15,34,17:39:00,"Friday","KENNEDY STATION","Cleaning",7,13,"W",8674
"1369",2021-01-15,44,17:45:00,"Friday","KIPLING AND NORTH QUEE","Collision (TTC)",5,10,"S",8472
"1370",2021-01-15,54,18:02:00,"Friday","ROUGE HILL GO STATION","Mechanical",12,24,"E",8912
"1371",2021-01-15,984,18:23:00,"Friday","BRADSTOCK AND WESTON","Operations (Operator)",20,40,"E",3282
"1372",2021-01-15,82,18:27:00,"Friday","ROSEDALE STATION","Mechanical",20,40,NA,8196
"1373",2021-01-15,90,18:30:00,"Friday","VAUGHAN AND LOUISE","Security",6,12,"S",8202
"1374",2021-01-15,90,18:32:00,"Friday","ST CLAIR STATION","Mechanical",6,12,"N",8363
"1375",2021-01-15,35,19:00:00,"Friday","PIONEER VILLAGE STATIO","Vision",5,17,"N",3313
"1376",2021-01-15,116,19:11:00,"Friday","EGLINTON AND BRIMLEY","Security",9,18,"E",8896
"1377",2021-01-15,34,19:32:00,"Friday","EGLINTON AND FORMAN","Investigation",12,24,"E",8846
"1378",2021-01-15,939,19:53:00,"Friday","FINCH STATION","Operations (Operator)",12,24,"E",1662
"1379",2021-01-15,106,20:00:00,"Friday","SHEPPARD WEST STATION","Vision",20,40,NA,8119
"1380",2021-01-15,54,20:48:00,"Friday","LAWRECE AND SCARBOROUG","Collision (NON-TTC)",0,0,"E",8887
"1381",2021-01-15,53,21:12:00,"Friday","STEELES AND MARKHAM","Operations (Operator)",22,44,"W",0
"1382",2021-01-15,124,21:12:00,"Friday","LAWRENCE STATION","Mechanical",19,0,"W",8204
"1383",2021-01-15,45,21:33:00,"Friday","KIPLING AND TABER (N O","Collision (TTC)",11,22,"S",7909
"1384",2021-01-15,124,21:39:00,"Friday","LAWRENCE STATION","Operations (Operator)",20,0,"W",8901
"1385",2021-01-15,39,22:40:00,"Friday","FINCH AND WARDEN","Mechanical",18,36,"E",3459
"1386",2021-01-15,118,22:44:00,"Friday","75 TANDRIDGE CRES","Security",111,141,NA,0
"1387",2021-01-15,89,01:12:00,"Friday","KEELE STATION","Mechanical",10,20,NA,1560
"1388",2021-01-15,43,01:58:00,"Friday","KENNEDY STATION","Security",0,0,NA,8686
"1389",2021-01-16,32,04:44:00,"Saturday","EGLINTON STATION","Operations (Operator)",29,49,"W",1144
"1390",2021-01-16,32,05:03:00,"Saturday","EGLINTON WEST STATION","Operations (Operator)",20,42,"W",1039
"1391",2021-01-16,57,05:22:00,"Saturday","MIDLAND AND DORCOT","General Delay",333,335,NA,0
"1392",2021-01-16,105,05:41:00,"Saturday","DUFFERIN AND STEELES","Operations (Operator)",30,60,NA,8336
"1393",2021-01-16,14,05:50:00,"Saturday","GLENCAIRN AND EGLINTON","General Delay",118,120,"B",1135
"1394",2021-01-16,35,06:10:00,"Saturday","JANE STATION","Mechanical",9,18,"N",3206
"1395",2021-01-16,45,06:30:00,"Saturday","KIPLING AND STEELES","Mechanical",11,22,"S",7941
"1396",2021-01-16,63,06:40:00,"Saturday","EGLINTON AND MARLEE","Collision (TTC)",6,11,"E",8334
"1397",2021-01-16,109,08:05:00,"Saturday","EGLINTON AND MARLEE","Cleaning",40,80,"N",8151
"1398",2021-01-16,999,08:07:00,"Saturday","MALVERN DIVISION","Emergency Services",0,0,NA,0
"1399",2021-01-16,63,08:10:00,"Saturday","OSSINGTON AND COLLEGE","Collision (TTC)",5,10,"N",1369
"1400",2021-01-16,169,08:38:00,"Saturday","HUNTINGWOOD AND MIDLAN","Emergency Services",0,0,NA,8201
"1401",2021-01-16,38,09:00:00,"Saturday","SCARBOROUGH TOWN CENTR","Mechanical",10,20,"E",3448
"1402",2021-01-16,86,09:09:00,"Saturday","KENNEDY STATION","Mechanical",20,40,"E",8653
"1403",2021-01-16,73,09:44:00,"Saturday","ROYAL YORK STATION","Mechanical",30,30,"N",8098
"1404",2021-01-16,97,09:45:00,"Saturday","DAVISVILLE STATION","Mechanical",28,58,"N",1276
"1405",2021-01-16,71,10:07:00,"Saturday","121 INDUSTRY","Mechanical",13,26,"S",1380
"1406",2021-01-16,95,10:10:00,"Saturday","ELLESMERE LOOP","Mechanical",14,29,"E",3405
"1407",2021-01-16,94,10:13:00,"Saturday","WELLESLEY AND JARVIS","Security",12,24,"W",1417
"1408",2021-01-16,34,10:46:00,"Saturday","GRENOBLE AND SPANBRIDG","Cleaning",18,36,"E",8673
"1409",2021-01-16,53,11:29:00,"Saturday","FINCH STATION","Mechanical",17,36,"W",3458
"1410",2021-01-16,95,11:50:00,"Saturday","U OF T SCARBOROUGH LOO","Vision",13,28,"E",3530
"1411",2021-01-16,36,12:21:00,"Saturday","HUMBERWOOD LOOP","Vision",4,8,"W",3313
"1412",2021-01-16,122,12:40:00,"Saturday","YORK MILLS STATION","Cleaning",30,60,"W",8146
"1413",2021-01-16,60,12:49:00,"Saturday","PIONEER VILLAGE STATIO","Cleaning",4,9,"W",80888
"1414",2021-01-16,52,13:01:00,"Saturday","DAVISVILLE STATION","Utilized Off Route",20,40,"E",8135
"1415",2021-01-16,79,13:18:00,"Saturday","SCARLETT AND EDINBOROU","Collision (TTC)",12,24,"N",1073
"1416",2021-01-16,53,13:47:00,"Saturday","PASSMORE AND MARKHAM","Cleaning",11,22,"E",3535
"1417",2021-01-16,71,14:11:00,"Saturday","RUNNYMEDE AND ST CLAIR","Mechanical",10,20,"S",1576
"1418",2021-01-16,39,14:15:00,"Saturday","FINCH AND MCCOWAN","Cleaning",7,14,"W",3545
"1419",2021-01-16,7,14:16:00,"Saturday","BATHURST STATION","Mechanical",7,14,"N",9005
"1420",2021-01-16,69,14:27:00,"Saturday","WARDEN AND CLONMORE","Mechanical",20,40,"N",3146
"1421",2021-01-16,29,14:45:00,"Saturday","WILSON STATION","Emergency Services",3,6,"S",9151
"1422",2021-01-16,63,15:20:00,"Saturday","EGLINTON WEST STATION","Mechanical",6,11,"S",8363
"1423",2021-01-16,39,15:47:00,"Saturday","FINCH AND NEILSON","Cleaning",14,28,"E",3437
"1424",2021-01-16,32,15:56:00,"Saturday","EGLINTON AND JANE","Mechanical",9,18,"E",1045
"1425",2021-01-16,36,16:39:00,"Saturday","FINCH AND WESTMORE","Collision (TTC)",5,9,"E",3351
"1426",2021-01-16,40,17:25:00,"Saturday","DUNDAS AND INDIAN","Investigation",10,20,"W",8431
"1427",2021-01-16,61,17:28:00,"Saturday","AVENUE AND FAIRLAWN","Mechanical",20,40,"N",8394
"1428",2021-01-16,60,17:32:00,"Saturday","STEELES AND MARTIN GRO","Mechanical",20,40,"E",3358
"1429",2021-01-16,106,17:46:00,"Saturday","SHEPPARD WEST STATION","Mechanical",8,16,"W",8131
"1430",2021-01-16,96,18:22:00,"Saturday","WILSON AND JANE","Operations (Operator)",20,40,"W",0
"1431",2021-01-16,106,23:07:00,"Saturday","SENTINEL AND FINCH","Investigation",26,36,"B",8199
"1432",2021-01-16,85,23:11:00,"Saturday","SHEPPARD AND BRIMLEY","Security",20,45,"W",1652
"1433",2021-01-16,123,00:10:00,"Saturday","KIPLING STATION","Emergency Services",30,60,"S",7975
"1434",2021-01-16,35,00:25:00,"Saturday","PIONEER VILLAGE STATIO","Security",9,17,"S",3632
"1435",2021-01-16,109,01:08:00,"Saturday","FLEMINGTON AND VARNA","Investigation",36,61,"B",1296
"1436",2021-01-16,96,01:45:00,"Saturday","KIPLING AND FINCH","Mechanical",20,40,"N",3238
"1437",2021-01-17,900,02:03:00,"Sunday","QUEENSWAY DIVISION","Security",0,0,NA,8002
"1438",2021-01-17,325,02:37:00,"Sunday","DON MILLS AND YORK MIL","Security",16,32,"S",8707
"1439",2021-01-17,161,05:49:00,"Sunday","OSSINGTON STATION","Mechanical",20,40,"W",1536
"1440",2021-01-17,555,06:50:00,"Sunday","QUEEN AND CALLENDER","Investigation",0,0,NA,8578
"1441",2021-01-17,354,07:25:00,"Sunday","LAWRENCE AVE E AND TOW","Investigation",20,50,"W",8817
"1442",2021-01-17,32,07:26:00,"Sunday","LAWRENCE AND PINE","Mechanical",30,60,"W",1287
"1443",2021-01-17,395,07:56:00,"Sunday","ELLESMERE AND MILITARY","General Delay",30,60,"E",3484
"1444",2021-01-17,24,07:57:00,"Sunday","VICTORIA PARK AND DANF","Collision (TTC)",9,18,"S",8599
"1445",2021-01-17,905,07:59:00,"Sunday","SCARBOROUGH LOOP","Mechanical",12,24,"W",8903
"1446",2021-01-17,162,08:00:00,"Sunday","THE DONWAY EAST AND DO","General Delay",660,690,"E",0
"1447",2021-01-17,320,08:03:00,"Sunday","BAY AND QUEENS QUAY","Security",30,45,NA,1562
"1448",2021-01-17,395,08:04:00,"Sunday","YORK MILLS AND DON MIL","Mechanical",26,26,"E",3448
"1449",2021-01-17,125,08:06:00,"Sunday","ANTIBES AND BATHURST","Mechanical",23,0,"W",8108
"1450",2021-01-17,93,09:22:00,"Sunday","WOODBINE STATION","Mechanical",24,48,"S",8594
"1451",2021-01-17,11,09:55:00,"Sunday","DAVISVILLE STATION","Cleaning",20,40,"S",8218
"1452",2021-01-17,34,10:07:00,"Sunday","KENNEDY STATION","Cleaning",8,17,"E",8636
"1453",2021-01-17,32,10:09:00,"Sunday","LAWRENCE AND PINE","Cleaning",10,20,"W",1129
"1454",2021-01-17,47,10:15:00,"Sunday","YORKDALE STATION","Cleaning",20,40,"W",1065
"1455",2021-01-17,62,10:15:00,"Sunday","MAIN STREET STATION","Cleaning",20,40,"W",3173
"1456",2021-01-17,106,10:30:00,"Sunday","SHEPPARD WEST STATION","Cleaning",15,30,"W",1334
"1457",2021-01-17,935,10:35:00,"Sunday","PIONEER VILLAGE STATIO","Cleaning",10,20,"N",3189
"1458",2021-01-17,122,10:40:00,"Sunday","YORK MILLS STATION","Cleaning",30,60,"W",8323
"1459",2021-01-17,87,10:49:00,"Sunday","MAIN STREET STATION","Cleaning",10,20,"W",9238
"1460",2021-01-17,95,10:50:00,"Sunday","MARKHAM AND ELLESMERE","Cleaning",21,43,"E",3565
"1461",2021-01-17,95,11:25:00,"Sunday","ELLESMERE AND ORTON PA","Cleaning",22,43,"E",3567
"1462",2021-01-17,87,11:45:00,"Sunday","MAIN STREET STATION","Cleaning",10,20,"E",3112
"1463",2021-01-17,70,11:50:00,"Sunday","COXWELL STATION","Cleaning",10,20,"E",8695
"1464",2021-01-17,122,12:15:00,"Sunday","YORK MILLS STATION","Cleaning",30,60,"E",8363
"1465",2021-01-17,35,12:16:00,"Sunday","PIONEER VILLAGE STATIO","Cleaning",10,20,"N",3298
"1466",2021-01-17,108,12:25:00,"Sunday","ARLETA AND JOHN LINDSA","Mechanical",17,34,"E",3646
"1467",2021-01-17,39,12:45:00,"Sunday","FINCH AND NEILSON","Cleaning",14,28,"E",1225
"1468",2021-01-17,34,13:14:00,"Sunday","KENNEDY STATION","Cleaning",8,16,"E",8850
"1469",2021-01-17,122,13:15:00,"Sunday","YORK MILLS STATION","Cleaning",30,60,"W",8348
"1470",2021-01-17,7,13:18:00,"Sunday","BATHURST AND SHEPPARD","Vision",7,14,"N",9004
"1471",2021-01-17,95,13:19:00,"Sunday","UNIVERSITY OF TORONTO","Cleaning",15,30,"E",3484
"1472",2021-01-17,36,13:35:00,"Sunday","FINCH WEST STATION","Mechanical",10,20,"W",3709
"1473",2021-01-17,124,13:40:00,"Sunday","LAWRENCE STATION","Cleaning",20,40,"W",8213
"1474",2021-01-17,35,13:42:00,"Sunday","JANE STATION","Cleaning",10,20,"S",3611
"1475",2021-01-17,83,13:52:00,"Sunday","DONLANDS STATION","Cleaning",18,36,"S",9225
"1476",2021-01-17,39,14:00:00,"Sunday","SEWELLS AND CROW TRAIL","Cleaning",16,32,"E",1579
"1477",2021-01-17,39,14:00:00,"Sunday","SEWELLS AND CROW TRAIL","Cleaning",16,32,"E",1579
"1478",2021-01-17,100,14:02:00,"Sunday","OVERLEA AND THORNCLIFF","Mechanical",9,17,"S",8749
"1479",2021-01-17,95,14:04:00,"Sunday","UNIVERSITY OF TORONTO","Cleaning",15,30,"E",3504
"1480",2021-01-17,39,14:05:00,"Sunday","FINCH AND NEILSON","Cleaning",16,32,"E",3466
"1481",2021-01-17,39,14:05:00,"Sunday","FINCH AND NEILSON","Cleaning",16,32,"E",3466
"1482",2021-01-17,86,14:19:00,"Sunday","KINGSTON AND SAUNDERS","Security",10,20,"W",8643
"1483",2021-01-17,34,14:25:00,"Sunday","KENNEDY STATION","Cleaning",8,16,"W",8806
"1484",2021-01-17,11,14:35:00,"Sunday","DAVISVILLE STATION","Cleaning",30,60,"N",8218
"1485",2021-01-17,36,14:38:00,"Sunday","FINCH AND MARTIN GROVE","Mechanical",5,10,"W",3716
"1486",2021-01-17,94,14:49:00,"Sunday","WELLESLEY AND JARVIS","Mechanical",12,25,"W",1272
"1487",2021-01-17,67,14:50:00,"Sunday","VICTORIA PARK AND DAWE","Cleaning",17,34,"N",8657
"1488",2021-01-17,95,14:52:00,"Sunday","ELLESMERE AND CUL-DE-S","Cleaning",15,30,"W",1401
"1489",2021-01-17,47,15:04:00,"Sunday","CALEDONIA AND KITCHENE","Mechanical",18,36,"N",1138
"1490",2021-01-17,905,15:14:00,"Sunday","KENNEDY STATION","Mechanical",10,20,"E",8751
"1491",2021-01-17,11,15:35:00,"Sunday","DAVISVILLE STATION","Cleaning",30,60,"N",8205
"1492",2021-01-17,51,16:09:00,"Sunday","EGLINTON STATION","Cleaning",24,48,"E",8190
"1493",2021-01-17,12,16:14:00,"Sunday","VICTORIA PARK AND DANF","Emergency Services",17,34,"N",3141
"1494",2021-01-17,39,16:26:00,"Sunday","FINCH AND MCCOWAN","Mechanical",16,32,"E",3520
"1495",2021-01-17,109,16:33:00,"Sunday","LAWRENCE WEST STN","General Delay",20,40,NA,8211
"1496",2021-01-17,40,16:34:00,"Sunday","DUNDAS WEST STATION","Collision (TTC)",10,20,NA,8458
"1497",2021-01-17,54,16:45:00,"Sunday","EGLINTON STATION","Cleaning",17,35,"W",8775
"1498",2021-01-17,71,18:20:00,"Sunday","ANNETTE AND RUNNYMEDE","Investigation",70,85,NA,1549
"1499",2021-01-17,79,18:27:00,"Sunday","ANNETTE AND RUNNYMEDE","Investigation",60,85,NA,0
"1500",2021-01-17,94,18:35:00,"Sunday","CASTLE FRANK STATION","Emergency Services",13,25,NA,1126
"1501",2021-01-17,165,19:15:00,"Sunday","WILSON AND KEELE","Mechanical",9,19,"E",3352
"1502",2021-01-17,87,19:15:00,"Sunday","BROADVIEW STATION","Mechanical",10,20,"W",3126
"1503",2021-01-17,56,19:57:00,"Sunday","DONLANDS AND O'CONNOR","Collision (TTC)",20,40,"N",8310
"1504",2021-01-17,935,20:02:00,"Sunday","JANE AND HANEY","Vision",8,16,"N",3586
"1505",2021-01-17,32,20:29:00,"Sunday","EMMETT AND VERONA","Operations (Operator)",30,60,"S",1026
"1506",2021-01-17,39,21:07:00,"Sunday","NEILSON AND CROWTRAIL","Mechanical",20,40,"E",1579
"1507",2021-01-17,85,00:07:00,"Sunday","SHEPPARD AND MEADOWVAL","Cleaning",20,40,"E",3532
"1508",2021-01-18,329,03:41:00,"Monday","DUFFERIN AND EGLINTON","Investigation",73,88,"N",0
"1509",2021-01-18,999,05:37:00,"Monday","BERKLEY AND DUNDAS","Utilized Off Route",4,8,NA,8963
"1510",2021-01-18,84,05:39:00,"Monday","BRADSTOCK AND RIVALDA","Mechanical",23,46,"E",3185
"1511",2021-01-18,25,06:01:00,"Monday","PAPE STATION","Mechanical",6,12,NA,8802
"1512",2021-01-18,168,06:18:00,"Monday","LANSDOWNE STATION","Emergency Services",5,10,NA,3732
"1513",2021-01-18,14,07:20:00,"Monday","CALEDONIA AND GLENCAIR","Mechanical",20,40,"E",1013
"1514",2021-01-18,94,07:29:00,"Monday","CASTLE FRANK STATION","Mechanical",9,18,"N",1012
"1515",2021-01-18,62,08:36:00,"Monday","MAIN STREET STATION","Cleaning",22,44,"W",8599
"1516",2021-01-18,39,08:46:00,"Monday","MORNINGVIEW TRAIL AND","Mechanical",15,30,"S",1324
"1517",2021-01-18,110,08:54:00,"Monday","ISLINGTON STATION","Collision (TTC)",12,24,NA,7966
"1518",2021-01-18,40,08:58:00,"Monday","DUNDAS WEST STATION","Security",13,26,NA,8450
"1519",2021-01-18,125,09:12:00,"Monday","DREWRY - CACTUS AND PE","Investigation",176,184,"E",8212
"1520",2021-01-18,133,09:23:00,"Monday","SCARBOROUGH CENTRE STA","Cleaning",11,22,"N",3455
"1521",2021-01-18,60,09:43:00,"Monday","YONGE AND STEELES (SOU","Emergency Services",11,22,"S",3580
"1522",2021-01-18,133,09:45:00,"Monday","SCARBOROUGH CENTRE STA","Cleaning",11,22,"E",1397
"1523",2021-01-18,95,09:53:00,"Monday","ELLESMERE AND BIRCHMOU","Mechanical",19,38,"W",3458
"1524",2021-01-18,5,09:56:00,"Monday","EGLINTON STATION","Collision (TTC)",30,60,NA,1302
"1525",2021-01-18,57,10:19:00,"Monday","KENNEDY STATION","Investigation",13,26,NA,8799
"1526",2021-01-18,133,10:29:00,"Monday","SCARBOROUGH CENTRE STA","Cleaning",11,22,"N",3522
"1527",2021-01-18,52,10:35:00,"Monday","LAWRENCE WEST STATION","Vision",17,34,"E",1373
"1528",2021-01-18,133,10:51:00,"Monday","SCARBOROUGH CENTRE STA","Cleaning",11,22,"N",3506
"1529",2021-01-18,133,11:13:00,"Monday","SCARBOROUGH CENTRE STA","Cleaning",11,22,"N",1215
"1530",2021-01-18,70,11:20:00,"Monday","WARDEN STATION","Cleaning",22,44,"E",8923
"1531",2021-01-18,23,11:39:00,"Monday","MAIN STREET STATION","Cleaning",12,24,"N",8614
"1532",2021-01-18,62,11:54:00,"Monday","MAIN STREET STATION","Cleaning",22,44,"W",3168
"1533",2021-01-18,133,12:17:00,"Monday","MORNINGSIDE AND FINCH","Cleaning",11,22,"N",1209
"1534",2021-01-18,23,12:24:00,"Monday","DANFORTH AND WARDEN","Cleaning",11,22,"N",8962
"1535",2021-01-18,34,12:31:00,"Monday","KENNEDY STATION","Cleaning",12,25,"W",8801
"1536",2021-01-18,70,12:51:00,"Monday","WARDEN STATION","Cleaning",22,44,"E",8765
"1537",2021-01-18,97,13:05:00,"Monday","YONGE AND LAWRENCE","Emergency Services",30,60,"N",8395
"1538",2021-01-18,23,13:09:00,"Monday","MAIN STREET STATION","Cleaning",11,22,"S",3146
"1539",2021-01-18,34,13:18:00,"Monday","EGLINTON STATION","Cleaning",12,24,"E",8729
"1540",2021-01-18,28,13:20:00,"Monday","DAVISVILLE STATION","Mechanical",20,40,"S",8185
"1541",2021-01-18,995,13:27:00,"Monday","UNIVERSITY OF TORONTO","Cleaning",15,30,"W",3432
"1542",2021-01-18,35,13:49:00,"Monday","JANE AND ST CLAIR","Mechanical",7,14,"N",3329
