"","date","route","time","day","location","incident","min_delay","min_gap","direction","vehicle"
"513",2021-01-06,37,23:16:00,"Wednesday","ISLINGTON AND WESTHAMP","Security",30,60,"S",8046
"514",2021-01-06,63,23:43:00,"Wednesday","EGLINTON WEST STATION","Emergency Services",0,0,NA,8324
"515",2021-01-06,32,00:11:00,"Wednesday","EGLINTON WEST STATION","Security",11,22,NA,1269
"516",2021-01-06,45,01:13:00,"Wednesday","KIPLING STATION","Operations (Operator)",10,20,NA,8094
"517",2021-01-07,300,03:20:00,"Thursday","AIRPORT - TERMINAL 3","Mechanical",17,34,"W",9215
"518",2021-01-07,339,03:40:00,"Thursday","FINCH AND KENNEDY","Collision (NON-TTC)",15,45,"E",3570
"519",2021-01-07,36,04:51:00,"Thursday","FINCH AND ARROW","Mechanical",10,28,"E",9104
"520",2021-01-07,36,05:13:00,"Thursday","FINCH AND ARROW","Operations (Operator)",28,30,"E",0
"521",2021-01-07,900,05:22:00,"Thursday","PEARSON AIRPORT","Mechanical",14,28,"S",8011
"522",2021-01-07,46,05:28:00,"Thursday","MARTIN GROVE AND STEEL","Mechanical",15,30,"N",3183
"523",2021-01-07,86,05:46:00,"Thursday","KENNEDY STATION","Mechanical",20,40,"W",3756
"524",2021-01-07,39,06:00:00,"Thursday","FINCH AND BRIDLETOWNE","Mechanical",5,10,"W",3460
"525",2021-01-07,97,06:24:00,"Thursday","CHAPLIN AND YONGE","Mechanical",30,60,"E",1270
"526",2021-01-07,161,06:28:00,"Thursday","ROGERS AND CALEDONIA","Collision (TTC)",13,33,"W",1048
"527",2021-01-07,43,06:32:00,"Thursday","KENNEDY AND SHEPPARD","Mechanical",10,20,"S",8782
"528",2021-01-07,41,06:43:00,"Thursday","KEELE AND LAWRENCE","Mechanical",14,28,"N",1072
"529",2021-01-07,109,06:45:00,"Thursday","VARNA AND FLEMMINGTON","Mechanical",21,60,"S",8216
"530",2021-01-07,986,06:47:00,"Thursday","KINGSTON AND BEECHGROV","Emergency Services",5,10,"W",8878
"531",2021-01-07,52,06:50:00,"Thursday","LAWRENCE WEST STATION","Mechanical",27,50,NA,8161
"532",2021-01-07,600,07:11:00,"Thursday","DONLANDS STATION","Mechanical",0,0,"S",1384
"533",2021-01-07,111,07:12:00,"Thursday","ARROW GARAGE","Mechanical",9,19,NA,3357
"534",2021-01-07,68,07:25:00,"Thursday","WARDEN STATION","Mechanical",6,12,"N",8654
"535",2021-01-07,96,07:37:00,"Thursday","YORK MILLS STATION","Operations (Operator)",20,39,"E",8156
"536",2021-01-07,60,07:37:00,"Thursday","STEELES AND BATHURST","Mechanical",8,16,"W",3316
"537",2021-01-07,60,07:37:00,"Thursday","STEELES AND BATHURST","Mechanical",8,16,"W",3316
"538",2021-01-07,96,07:53:00,"Thursday","YORK MILLS STATION","Operations (Operator)",20,39,"W",0
"539",2021-01-07,98,08:10:00,"Thursday","SHEPPARD STATION","Mechanical",21,41,"E",8378
"540",2021-01-07,63,08:11:00,"Thursday","1390 EGLINTON AVE WEST","Mechanical",11,22,"S",8345
"541",2021-01-07,118,08:27:00,"Thursday","WILSON STATION","Collision (TTC)",25,50,NA,3580
"542",2021-01-07,42,08:45:00,"Thursday","FINCH STATION","Operations (Operator)",7,14,NA,8377
"543",2021-01-07,88,08:46:00,"Thursday","MILLWOOD AND SUTHERLAN","Mechanical",15,30,"W",8129
"544",2021-01-07,60,09:00:00,"Thursday","STEELES AND SIGNET","Cleaning",8,16,"E",3591
"545",2021-01-07,60,09:21:00,"Thursday","PIONEER VILLAGE STATIO","Operations (Operator)",11,22,"W",3316
"546",2021-01-07,42,09:29:00,"Thursday","FINCH STATION","Cleaning",11,22,"E",8190
"547",2021-01-07,35,09:30:00,"Thursday","JANE AND SHEPPARD","Operations (Operator)",8,16,"N",3325
"548",2021-01-07,45,09:42:00,"Thursday","KIPLING STATION","Operations (Operator)",24,48,"N",8433
"549",2021-01-07,60,09:42:00,"Thursday","FINCH STATION","Cleaning",8,16,"E",3283
"550",2021-01-07,35,09:44:00,"Thursday","JANE STATION","Collision (TTC)",12,24,"N",3368
"551",2021-01-07,125,09:50:00,"Thursday","FINCH STATION","Cleaning",11,22,"E",1342
"552",2021-01-07,36,10:00:00,"Thursday","FINCH STATION","Mechanical",5,10,"W",3329
"553",2021-01-07,105,10:11:00,"Thursday","DUFFERIN AND STEELES","Cleaning",12,24,"N",1293
"554",2021-01-07,47,10:13:00,"Thursday","LANSDOWNE AND QUEEN","Cleaning",9,18,"N",1145
"555",2021-01-07,60,10:13:00,"Thursday","SIGNAL HILL AND STEELE","Cleaning",8,16,"E",3216
"556",2021-01-07,939,10:37:00,"Thursday","FINCH WEST STATION","Vision",8,36,"E",1403
"557",2021-01-07,106,10:43:00,"Thursday","SHEPPARD WEST STATION","Cleaning",13,26,"W",8163
"558",2021-01-07,70,10:49:00,"Thursday","COXWELL AND COSBURN","Collision (NON-TTC)",60,71,"N",8771
"559",2021-01-07,35,10:58:00,"Thursday","JANE AND SHEPPARD","Cleaning",8,16,"S",3340
"560",2021-01-07,122,11:06:00,"Thursday","YORK MILLS STATION","Cleaning",17,34,"W",8173
"561",2021-01-07,935,11:06:00,"Thursday","JANE AND SHEPPARD","Cleaning",12,24,"S",3607
"562",2021-01-07,25,11:18:00,"Thursday","DON MILLS AND YORK MIL","Mechanical",10,20,"N",8780
"563",2021-01-07,70,11:23:00,"Thursday","WARDEN STATION","Cleaning",0,22,"W",8946
"564",2021-01-07,32,11:25:00,"Thursday","EGLINTON WEST STATION","Collision (TTC)",6,11,"W",1098
"565",2021-01-07,70,11:32:00,"Thursday","WARDEN AND ST CLAIR","Cleaning",0,22,"E",8846
"566",2021-01-07,133,11:45:00,"Thursday","SCARBOROUGH CENTRE STA","Cleaning",11,22,"N",3481
"567",2021-01-07,60,11:50:00,"Thursday","FINCH STATION","Mechanical",11,22,"E",3361
"568",2021-01-07,53,12:04:00,"Thursday","STEELES AND MIDDLEFIEL","Cleaning",7,15,"W",1676
"569",2021-01-07,62,12:16:00,"Thursday","MAIN STATION","Cleaning",22,44,"W",8528
"570",2021-01-07,17,12:32:00,"Thursday","WARDEN STATION","Cleaning",17,34,"S",8581
"571",2021-01-07,70,12:38:00,"Thursday","WARDEN STATION","Cleaning",0,0,"E",8621
"572",2021-01-07,68,12:44:00,"Thursday","WARDEN STATION","Cleaning",12,24,"S",8754
"573",2021-01-07,122,12:45:00,"Thursday","YORK MILLS STATION","Cleaning",17,34,"E",8327
"574",2021-01-07,38,12:45:00,"Thursday","SCARBOROUGH CENTRE STA","Cleaning",12,24,"W",3522
"575",2021-01-07,16,12:52:00,"Thursday","WARDEN STATION","Cleaning",13,26,"N",8572
"576",2021-01-07,34,12:55:00,"Thursday","KENNEDY STATION","Cleaning",12,24,"E",8825
"577",2021-01-07,17,12:58:00,"Thursday","WARDEN STATION","Cleaning",16,32,"N",3161
"578",2021-01-07,89,13:21:00,"Thursday","WESTON AND WALSH","Collision (TTC)",11,22,"N",9056
"579",2021-01-07,53,13:23:00,"Thursday","MARKHAM AND PASSMORE","Cleaning",7,15,"E",1550
"580",2021-01-07,501,13:27:00,"Thursday","OSGOODE STATION","Security",0,0,"N",1022
"581",2021-01-07,63,13:32:00,"Thursday","ATLANTIC AND KING","Cleaning",10,20,"N",8392
"582",2021-01-07,38,13:32:00,"Thursday","SCARBOROUGH CENTRE STA","Cleaning",12,24,"E",3421
"583",2021-01-07,59,13:33:00,"Thursday","LAWRENCE WEST STATION","Cleaning",29,58,"E",3616
"584",2021-01-07,44,13:41:00,"Thursday","KIPLING STATION","Mechanical",8,16,"N",8080
"585",2021-01-07,165,13:49:00,"Thursday","BARMAC AND STEELES","Cleaning",12,24,"E",3612
"586",2021-01-07,60,13:57:00,"Thursday","FINCH STATION","Mechanical",11,22,"E",3316
"587",2021-01-07,35,13:58:00,"Thursday","PIONEER VILLAGE STATIO","Emergency Services",10,20,"S",3367
"588",2021-01-07,165,14:05:00,"Thursday","BARMAC AND STEELES","Mechanical",12,24,"E",3295
"589",2021-01-07,62,14:06:00,"Thursday","MAIN STREET STATION","Cleaning",22,44,"E",8593
"590",2021-01-07,70,14:22:00,"Thursday","CRAIGTON AND RANNOCK","Cleaning",0,0,"E",8846
"591",2021-01-07,11,14:24:00,"Thursday","BAYVIEW AND YORK MILLS","Cleaning",13,26,"S",8104
"592",2021-01-07,59,14:26:00,"Thursday","WESTON AND OAK","Cleaning",30,60,"W",3588
"593",2021-01-07,34,14:30:00,"Thursday","EGLINTON STATION","Cleaning",12,24,"E",8824
"594",2021-01-07,133,14:30:00,"Thursday","SCARBOROUGH CENTRE STA","Cleaning",11,22,"S",3512
"595",2021-01-07,32,14:42:00,"Thursday","PINE AND LAWRENCE","Cleaning",10,20,"W",1141
"596",2021-01-07,131,14:43:00,"Thursday","SCARBOROUGH CENTRE STA","Cleaning",14,28,"W",3544
"597",2021-01-07,12,14:45:00,"Thursday","VICTORIA PARK STATION","Operations (Operator)",22,44,"W",8595
"598",2021-01-07,60,14:47:00,"Thursday","PIONEER VILLAGE STATIO","Operations (Operator)",10,24,"W",3584
"599",2021-01-07,38,14:48:00,"Thursday","SCARBOROUGH CENTRE STA","Cleaning",12,24,"E",3494
"600",2021-01-07,32,15:10:00,"Thursday","EMMETT AND EGLINTON","Mechanical",9,18,"W",1142
"601",2021-01-07,34,15:16:00,"Thursday","KENNEDY STATION","Cleaning",7,13,"E",8658
"602",2021-01-07,32,15:17:00,"Thursday","EGLINTON STATION","Cleaning",9,18,"E",1096
"603",2021-01-07,38,15:24:00,"Thursday","ELLESMERE AND MCCOWAN","Cleaning",11,22,"W",3497
"604",2021-01-07,36,15:28:00,"Thursday","FINCH AND NORFINCH","Collision (NON-TTC)",5,10,"E",3274
"605",2021-01-07,927,15:44:00,"Thursday","HIGHWAY 27 AND QUEENS","Mechanical",9,18,"N",3654
"606",2021-01-07,133,15:47:00,"Thursday","MORNINGSIDE AND FINCH","Cleaning",7,15,"S",3529
"607",2021-01-07,21,15:49:00,"Thursday","SCARBOROUGH CENTRE STA","Cleaning",9,18,"N",3447
"608",2021-01-07,133,16:39:00,"Thursday","SCARBOROUGH CENTRE STA","Cleaning",7,15,"S",1333
"609",2021-01-07,88,16:40:00,"Thursday","ST CLAIR STATION","Cleaning",20,40,"W",8356
"610",2021-01-07,996,16:45:00,"Thursday","HUMBER COLLEGE TERMINA","Cleaning",12,24,"E",3256
"611",2021-01-07,53,17:00:00,"Thursday","MARKHAM AND PASSMORE","Mechanical",6,12,"W",3556
"612",2021-01-07,40,17:03:00,"Thursday","KIPLING STATION","Mechanical",18,36,"E",8091
"613",2021-01-07,32,17:03:00,"Thursday","EGLINTON AND MARLEE","Cleaning",10,20,"E",1033
"614",2021-01-07,36,17:09:00,"Thursday","ARROW AND FINCH","Operations (Operator)",6,12,NA,3187
"615",2021-01-07,37,17:30:00,"Thursday","ISLINGTON AND BERGAMON","Collision (NON-TTC)",45,57,"S",0
"616",2021-01-07,96,17:35:00,"Thursday","PIONEER VILLAGE STATIO","Mechanical",15,30,"E",3283
"617",2021-01-07,960,17:35:00,"Thursday","PIONEER VILLAGE STATIO","Mechanical",15,30,"E",3283
"618",2021-01-07,129,18:01:00,"Thursday","SCARBOROUGH CENTRE STA","Mechanical",11,22,"N",1255
"619",2021-01-07,122,18:02:00,"Thursday","YORK MILLS STATION","Mechanical",21,42,"E",1375
"620",2021-01-07,999,18:04:00,"Thursday","ISLINGTON STATION","Collision (TTC)",0,0,NA,7930
"621",2021-01-07,109,18:09:00,"Thursday","RIDELLE AND MARLEE","Collision (NON-TTC)",40,52,"N",1297
"622",2021-01-07,34,18:27:00,"Thursday","EGLINTON AND LEBOVIC","Operations (Operator)",7,13,"W",8678
"623",2021-01-07,165,18:32:00,"Thursday","WESTON AND STEELES","Collision (NON-TTC)",152,162,"B",3292
"624",2021-01-07,52,18:37:00,"Thursday","160 TRANSIT ROAD","Mechanical",20,40,"W",1283
"625",2021-01-07,11,18:41:00,"Thursday","DAVISVILLE STATION","Cleaning",18,36,"N",8372
"626",2021-01-07,60,18:50:00,"Thursday","STEELES AND WESTON","Collision (NON-TTC)",128,148,"B",3193
"627",2021-01-07,51,18:51:00,"Thursday","STEELES AND DON MILLS","Collision (NON-TTC)",44,74,"B",8145
"628",2021-01-07,133,19:00:00,"Thursday","SCARBROUGH TOWN CENTER","Cleaning",8,15,"S",3554
"629",2021-01-07,935,19:15:00,"Thursday","JANE STATION","Collision (TTC)",8,16,NA,3280
"630",2021-01-07,133,19:23:00,"Thursday","SCARBOROUGH TOWN CENTR","Cleaning",10,19,"S",1402
"631",2021-01-07,87,19:57:00,"Thursday","MAIN STATION","Operations (Operator)",9,20,"E",3114
"632",2021-01-07,133,20:12:00,"Thursday","SCARBOROUGH TOWN CENTE","Cleaning",9,18,"N",1226
"633",2021-01-07,88,20:22:00,"Thursday","THORNCLIFFE AND OVERLE","Security",35,70,"S",1369
"634",2021-01-07,32,20:40:00,"Thursday","TRETHEWEY AND TODD BAY","Cleaning",10,20,"E",1626
"635",2021-01-07,69,20:46:00,"Thursday","BIRCHMOUNT AND DANFORT","Emergency Services",30,40,"S",8961
"636",2021-01-07,7,20:59:00,"Thursday","BATHURST AND EGLINTON","Operations (Operator)",10,20,"N",9018
"637",2021-01-07,63,21:28:00,"Thursday","OSSINGTON AND COLLEGE","Collision (TTC)",10,20,"N",8213
"638",2021-01-07,29,22:12:00,"Thursday","WILSON STATION","Mechanical",8,17,"N",9035
"639",2021-01-07,927,22:19:00,"Thursday","KIPLING STATION","Mechanical",9,18,NA,3342
"640",2021-01-07,40,22:23:00,"Thursday","KIPLING STATION","Operations (Operator)",18,36,NA,8922
"641",2021-01-07,76,23:03:00,"Thursday","ROYAL YORK AND QUEENSW","Operations (Operator)",30,60,"S",7972
"642",2021-01-07,32,23:17:00,"Thursday","EGLINTON AND ENERDALE","Security",11,22,"E",1625
"643",2021-01-08,935,05:00:00,"Friday","PIONEER VILLAGE STATIO","Mechanical",13,13,"S",3311
"644",2021-01-08,169,05:09:00,"Friday","DON MILLS STATION","Mechanical",30,60,"E",8184
"645",2021-01-08,36,05:13:00,"Friday","FINCH AND ARROW","Operations (Operator)",28,30,"E",0
"646",2021-01-08,36,05:41:00,"Friday","FINCH AND ARROW","Mechanical",6,10,"E",3711
"647",2021-01-08,102,05:45:00,"Friday","WARDEN STATION","Mechanical",23,46,"N",3114
"648",2021-01-08,101,06:00:00,"Friday","SHEPPARD WEST STATION","Mechanical",20,40,"W",3618
"649",2021-01-08,108,06:10:00,"Friday","PIONEER VILLAGE STATIO","Mechanical",15,30,"S",3648
"650",2021-01-08,56,06:16:00,"Friday","EGLINTON STATION","Mechanical",10,20,"S",8199
"651",2021-01-08,35,06:26:00,"Friday","PIONEER VILLAGE STATIO","Mechanical",10,20,"S",3337
"652",2021-01-08,116,06:29:00,"Friday","KENNEDY STATION","Operations (Operator)",26,52,"E",8642
"653",2021-01-08,95,06:31:00,"Friday","YORK MILLS STATION","Vision",8,16,"E",1401
"654",2021-01-08,36,06:35:00,"Friday","FINCH WEST STATION","Mechanical",5,10,"E",3597
"655",2021-01-08,123,06:44:00,"Friday","KIPLING STATION","Operations (Operator)",6,11,NA,8021
"656",2021-01-08,5,06:46:00,"Friday","EGLINTON STATION","Mechanical",20,40,"S",8341
"657",2021-01-08,96,07:37:00,"Friday","YORK MILLS STATION","Operations (Operator)",20,39,"W",0
"658",2021-01-08,941,07:56:00,"Friday","KEELE STATION","Mechanical",12,24,"N",3732
"659",2021-01-08,101,08:10:00,"Friday","SHEPPARD WEST STATION","Mechanical",20,40,"W",3618
"660",2021-01-08,939,08:15:00,"Friday","FINCH AND MORNINGSIDE","Mechanical",8,16,"E",1534
"661",2021-01-08,123,08:28:00,"Friday","KIPLING STATION","Collision (TTC)",21,41,"S",8335
"662",2021-01-08,112,09:14:00,"Friday","KIPLING STATION","Mechanical",18,32,"N",8426
"663",2021-01-08,7,09:23:00,"Friday","BATHURST AND WILSON","Cleaning",9,18,"S",9013
"664",2021-01-08,42,09:29:00,"Friday","FINCH STATION","Cleaning",13,26,"E",8301
"665",2021-01-08,960,09:30:00,"Friday","PIONEER VILLAGE STATIO","Mechanical",11,22,"E",3619
"666",2021-01-08,960,09:36:00,"Friday","FINCH STATION","Mechanical",11,22,"E",3620
"667",2021-01-08,60,09:39:00,"Friday","STEELES AND SIGNAL HIL","Mechanical",11,22,"W",3211
"668",2021-01-08,111,09:40:00,"Friday","KIPLING STATION","Mechanical",16,31,"N",8090
"669",2021-01-08,125,09:42:00,"Friday","FINCH STATION","Cleaning",13,26,"W",8181
"670",2021-01-08,95,09:43:00,"Friday","YORK MILLS STATION","Cleaning",19,34,"E",3437
"671",2021-01-08,48,09:45:00,"Friday","ROYAL YORK STATION","Cleaning",20,40,"W",8451
"672",2021-01-08,60,09:46:00,"Friday","PIONEER VILLAGE STATIO","Mechanical",11,22,"E",3607
"673",2021-01-08,122,09:47:00,"Friday","YORK MILLS STATION","Cleaning",17,34,"E",8219
"674",2021-01-08,59,10:18:00,"Friday","OAK AND WESTON","Cleaning",45,90,"E",3262
"675",2021-01-08,106,10:19:00,"Friday","PIONEER VILLAGE STATIO","Mechanical",13,26,"E",8109
"676",2021-01-08,54,10:27:00,"Friday","EGLINTON STATION","Mechanical",14,28,NA,8635
"677",2021-01-08,925,10:27:00,"Friday","DON MILLS AND LAWRENCE","Mechanical",12,24,"N",8654
"678",2021-01-08,115,10:35:00,"Friday","YORK MILLS STATION","Cleaning",20,40,"E",8145
"679",2021-01-08,85,10:39:00,"Friday","MEADOWVALE LOOP","Cleaning",8,23,"W",3490
"680",2021-01-08,48,10:51:00,"Friday","ROYAL YORK STATION","Cleaning",20,40,"W",8063
"681",2021-01-08,122,10:55:00,"Friday","YORK MILLS STATION","Cleaning",17,34,"E",8165
"682",2021-01-08,7,11:23:00,"Friday","GREENWIN VILLAGE AND B","Emergency Services",9,18,"W",9001
"683",2021-01-08,133,11:24:00,"Friday","SCARBOROUGH CENTRE STA","Cleaning",10,20,"N",3559
"684",2021-01-08,16,11:28:00,"Friday","WARDEN STATION","Cleaning",14,27,"S",8543
"685",2021-01-08,38,11:29:00,"Friday","SCARBOROUGH CENTRE STA","Cleaning",12,25,"E",3435
"686",2021-01-08,17,11:35:00,"Friday","WARDEN STATION","Cleaning",16,32,"S",9211
"687",2021-01-08,16,11:41:00,"Friday","WARDEN STATION","Cleaning",14,27,"S",8961
"688",2021-01-08,24,11:47:00,"Friday","DON MILLS STATION","Operations (Operator)",25,50,"N",3105
"689",2021-01-08,59,11:48:00,"Friday","OAK AND WESTON","Cleaning",45,90,"E",3653
"690",2021-01-08,60,12:08:00,"Friday","STEELES AND MARTIN GRO","Mechanical",11,22,"E",3316
"691",2021-01-08,131,12:10:00,"Friday","SCARBOROUGH CENTRE STA","Mechanical",11,22,"W",1339
"692",2021-01-08,127,12:15:00,"Friday","DAVENPORT AND SYMINGTO","Mechanical",23,45,"E",1006
"693",2021-01-08,935,12:17:00,"Friday","JANE AND LAWRENCE","Mechanical",12,24,"S",3258
"694",2021-01-08,115,12:20:00,"Friday","YORK MILLS STATION","Cleaning",20,40,"E",8374
"695",2021-01-08,85,12:30:00,"Friday","SHEPPARD AND BRIMLEY","Mechanical",8,16,"E",3545
"696",2021-01-08,96,12:40:00,"Friday","WILSON STATION","Mechanical",24,48,"W",3272
"697",2021-01-08,36,12:42:00,"Friday","FINCH AND ALBION","Mechanical",10,20,"E",9117
"698",2021-01-08,38,12:48:00,"Friday","SCARBOROUGH CENTRE STA","Cleaning",12,24,"E",3442
"699",2021-01-08,122,12:54:00,"Friday","YORK MILLS STATION","Mechanical",17,34,"E",8336
"700",2021-01-08,16,13:09:00,"Friday","WARDEN STATION","Cleaning",13,26,"S",8585
"701",2021-01-08,111,13:13:00,"Friday","RATHBURN AND EAST MALL","Security",14,30,"S",8089
"702",2021-01-08,52,13:20:00,"Friday","LAWRENCE AND BATHURST","Emergency Services",20,40,"W",8302
"703",2021-01-08,17,13:21:00,"Friday","WARDEN STATION","Cleaning",16,32,"N",8957
"704",2021-01-08,16,13:27:00,"Friday","WARDEN STATION","Cleaning",13,26,"N",8956
"705",2021-01-08,902,13:29:00,"Friday","ST CLAIR AND NORTH BON","Collision (TTC)",15,30,"W",3106
"706",2021-01-08,32,13:31:00,"Friday","BLACK CREEK AND TRETHE","Cleaning",10,20,"W",1109
"707",2021-01-08,902,13:35:00,"Friday","ST CLAIR AND NORTH BON","Collision (NON-TTC)",55,70,"S",0
"708",2021-01-08,999,13:36:00,"Friday","ARROW ROAD DIVISION","Collision (TTC)",0,0,NA,3264
"709",2021-01-08,9,13:47:00,"Friday","ST CLAIR AND NORTH BON","Collision (NON-TTC)",55,81,"W",0
"710",2021-01-08,39,13:48:00,"Friday","FINCH AND NEILSON","Cleaning",8,16,"E",3481
"711",2021-01-08,939,13:50:00,"Friday","FINCH STATION","Mechanical",9,17,"E",3569
"712",2021-01-08,84,13:56:00,"Friday","SHEPPARD AND RIVALDA","Security",8,16,"W",3586
"713",2021-01-08,63,13:57:00,"Friday","OSSINGTON STATION","General Delay",25,30,"N",8195
"714",2021-01-08,165,13:58:00,"Friday","YORK MILLS STATION","Mechanical",10,20,"W",3210
"715",2021-01-08,32,14:00:00,"Friday","WRIGHT AND JANE","Cleaning",10,20,"W",1032
"716",2021-01-08,16,14:04:00,"Friday","ST CLAIR AND NORTH BON","Collision (NON-TTC)",55,68,"S",0
"717",2021-01-08,102,14:05:00,"Friday","ST CLAIR AND NORTH BON","Collision (NON-TTC)",55,65,"S",0
"718",2021-01-08,939,14:11:00,"Friday","FINCH AND BATHURST","Cleaning",8,16,"E",3465
"719",2021-01-08,32,14:15:00,"Friday","PINE AND LAWRENCE","Cleaning",10,25,"N",1131
"720",2021-01-08,38,14:19:00,"Friday","SCARBOROUGH CENTRE STA","Cleaning",12,24,"W",3453
"721",2021-01-08,60,14:22:00,"Friday","PIONEER VILLAGE STATIO","Cleaning",7,11,"W",3185
"722",2021-01-08,59,14:26:00,"Friday","OAK AND WESTON","Cleaning",40,85,"W",3633
"723",2021-01-08,23,14:29:00,"Friday","MAIN STREET STATION","Mechanical",11,22,"S",9205
"724",2021-01-08,939,14:30:00,"Friday","FINCH AND MCCOWAN","Cleaning",9,17,"E",1231
"725",2021-01-08,44,14:45:00,"Friday","KIPLING AND HORNER","Collision (TTC)",5,10,"N",8434
"726",2021-01-08,905,14:51:00,"Friday","KENNEDY STATION","Cleaning",8,16,"E",8902
"727",2021-01-08,32,14:52:00,"Friday","PINE AND LAWRENCE","Cleaning",10,20,"W",1417
"728",2021-01-08,17,15:06:00,"Friday","WARDEN STATION","Cleaning",36,72,"S",3173
"729",2021-01-08,133,15:06:00,"Friday","NEILSON AND CROW TRAIL","Cleaning",11,22,"N",3515
"730",2021-01-08,36,15:13:00,"Friday","EGLINTON WEST STATION","Security",7,12,"N",8324
"731",2021-01-08,115,15:24:00,"Friday","YORK MILLS STATION","Mechanical",24,48,"E",8145
"732",2021-01-08,32,15:29:00,"Friday","WRIGHT AND JANE","Cleaning",9,18,"W",1265
"733",2021-01-08,11,15:50:00,"Friday","DAVISVILLE STATION","Cleaning",17,34,"N",8138
"734",2021-01-08,91,15:59:00,"Friday","BROOKBANKS AND UNDERHI","Collision (NON-TTC)",27,30,"W",8767
"735",2021-01-08,76,16:10:00,"Friday","LAKE SHORE AND MIMICO","Mechanical",5,11,"W",8056
"736",2021-01-08,89,16:16:00,"Friday","WESTON AND WALSH","Mechanical",11,22,"S",1329
"737",2021-01-08,34,16:21:00,"Friday","EGLINTON AND WARDEN","Cleaning",7,13,"E",8848
"738",2021-01-08,95,16:22:00,"Friday","YORK MILLS AND YONGE","Security",12,24,"W",3501
"739",2021-01-08,165,16:29:00,"Friday","YORK MILLS STATION","Cleaning",9,18,"W",3360
"740",2021-01-08,21,16:31:00,"Friday","SCARBOROUGH CENTRE STA","Cleaning",9,18,"E",1200
"741",2021-01-08,102,16:33:00,"Friday","ST CLAIR AND BIRCHMOUN","Operations (Operator)",22,44,"W",3148
"742",2021-01-08,134,16:34:00,"Friday","SCARBOROUGH CENTRE STA","Mechanical",15,30,"E",3420
"743",2021-01-08,134,16:38:00,"Friday","SCARBOROUGH CENTRE STA","Mechanical",15,30,"N",3420
"744",2021-01-08,62,16:40:00,"Friday","MAIN STREET STATION","Cleaning",22,42,"E",8521
"745",2021-01-08,102,16:41:00,"Friday","WARDEN STATON","Utilized Off Route",22,44,"S",3125
"746",2021-01-08,90,16:46:00,"Friday","ST CLAIR WEST STATION","Cleaning",6,12,"S",1382
"747",2021-01-08,12,16:52:00,"Friday","VICTORIA PARK AND GERR","Investigation",23,46,"S",8511
"748",2021-01-08,39,17:29:00,"Friday","FINCH AND NEILSON","Cleaning",7,14,"E",3532
"749",2021-01-08,92,17:29:00,"Friday","WOODBINE STATION","Cleaning",9,18,"S",9217
"750",2021-01-08,91,17:44:00,"Friday","YORK MILLS AND VALLEY","Mechanical",15,30,"N",8891
"751",2021-01-08,91,17:59:00,"Friday","WOODBINE STATION","Operations (Operator)",25,50,"N",8901
"752",2021-01-08,927,18:00:00,"Friday","MARTIN GROVE AND STEEL","Emergency Services",9,18,"N",3321
"753",2021-01-08,23,18:07:00,"Friday","MAIN STREET STATION","Cleaning",10,20,"N",8493
"754",2021-01-08,60,18:16:00,"Friday","STEELES AND HIDDEN TRA","Collision (TTC)",5,10,"E",3283
"755",2021-01-08,110,18:19:00,"Friday","ISLINGTON STATION","Mechanical",10,20,"N",7935
"756",2021-01-08,63,18:35:00,"Friday","OAKWOOD AND EGLINTON","Collision (TTC)",9,19,"E",8195
"757",2021-01-08,929,18:44:00,"Friday","CANADA AND PRINCES' BL","Emergency Services",10,20,"W",1054
"758",2021-01-08,20,18:59:00,"Friday","MAIN STREET STATION","Mechanical",23,43,"W",9235
"759",2021-01-08,37,19:02:00,"Friday","ISLINGTON AND DIXON","Investigation",23,36,"S",8087
"760",2021-01-08,929,19:29:00,"Friday","WILSON STATION","Mechanical",9,18,NA,1054
"761",2021-01-08,108,19:40:00,"Friday","SHEPPARD AND ARLETA","Collision (NON-TTC)",17,37,NA,0
"762",2021-01-08,127,19:58:00,"Friday","SPADINA STATION","Mechanical",22,44,"N",1006
"763",2021-01-08,24,20:32:00,"Friday","VICTORIA PARK STATION","Security",7,15,"S",8482
"764",2021-01-08,89,20:35:00,"Friday","KEELE AND DUNDAS","Collision (NON-TTC)",15,48,"S",9148
"765",2021-01-08,40,20:57:00,"Friday","DUNDAS AND KEELE","Collision (NON-TTC)",138,150,"B",0
"766",2021-01-08,41,20:57:00,"Friday","KEELE AND DUNDAS","Collision (NON-TTC)",113,118,NA,0
"767",2021-01-08,84,21:00:00,"Friday","BRADSTOCK AND WESTON","Mechanical",20,40,"W",3333
"768",2021-01-08,47,21:02:00,"Friday","MACDONELL AND QUEEN","Security",21,42,"N",1345
"769",2021-01-08,89,21:30:00,"Friday","KEELE AND DUNDAS","Collision (NON-TTC)",130,150,NA,0
"770",2021-01-08,29,21:41:00,"Friday","DUFFERIN AND ROGERS","Emergency Services",8,16,"S",9141
"771",2021-01-08,86,21:47:00,"Friday","MEADOWVALE AND SHEPPAR","Emergency Services",9,18,"S",8628
"772",2021-01-08,51,21:56:00,"Friday","LESLIE AND 401","Mechanical",26,52,"N",8317
"773",2021-01-08,84,22:10:00,"Friday","SHEPPARD AND ARLETTA","General Delay",15,30,NA,0
"774",2021-01-08,116,23:03:00,"Friday","MORNINGSIDE AND MILNER","Emergency Services",9,18,"S",8939
"775",2021-01-08,102,23:37:00,"Friday","WARDEN STN, MARKHAM","Security",11,22,"S",8959
